short,iata,longname,lon,lat,alt,wmo,isoilflg,istext,sand,clay,slsoc,slph,slcec,sldbd,depth,isoilbc,sldrain,scolour,met.driver,yeara,yearz,iphen,iage
AMZBR_0313,a0313,Amazon Polygon 0313,-61.5,1.5,NA,NA,2,6,0.491579346398351,0.244625519219408,0.0134864468276648,4.76323965635835,0.117913015594765,1223.94573462479,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0314,a0314,Amazon Polygon 0314,-60.5,1.5,NA,NA,2,6,0.504332049917661,0.253297503740243,0.0135588157703226,4.78218311497323,0.0964585250071972,1215.72461292972,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0315,a0315,Amazon Polygon 0315,-59.5,1.5,NA,NA,2,6,0.481927994873695,0.255205541384766,0.0150356642601167,4.74670830089643,0.103511291584974,1207.44096428706,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0316,a0316,Amazon Polygon 0316,-57.5,1.5,NA,NA,2,8,0.320494450050454,0.381883955600404,0.0240853683148335,4.43296333669694,0.130706020854356,1230.91153716784,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0317,a0317,Amazon Polygon 0317,-56.5,1.5,NA,NA,2,8,0.379,0.278,0.0166,4.6,0.102,1230,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0318,a0318,Amazon Polygon 0318,-55.5,1.5,NA,NA,2,5,0.392,0.263,0.0161,4.6,0.101,1220,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0319,a0319,Amazon Polygon 0319,-54.5,1.5,NA,NA,2,8,0.350395925297114,0.379331069609508,0.0170010526315789,4.57011884550085,0.100765365025467,1205.64006791171,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0320,a0320,Amazon Polygon 0320,-53.5,1.5,NA,NA,2,8,0.33561267805929,0.378876602523137,0.017076443885941,4.53922886608355,0.0972183506159432,1210.01906683005,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0321,a0321,Amazon Polygon 0321,-52.5,1.5,NA,NA,2,8,0.335149100257069,0.374988982739625,0.0183976496511201,4.54168196841719,0.117102093279471,1219.54829232464,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0322,a0322,Amazon Polygon 0322,-51.5,1.5,NA,NA,2,8,0.342559043915282,0.375207384619859,0.0198429336435915,4.53589145059832,0.111399201408253,1218.60642701711,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0323,a0323,Amazon Polygon 0323,-50.5,1.5,NA,NA,2,8,0.334285904255319,0.309539893617021,0.0247304521276596,4.85345744680851,0.195167553191489,747.114361702128,K,1,90,15,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0324,a0324,Amazon Polygon 0324,-63.5,2.5,NA,NA,2,5,0.394,0.267,0.0229,4.2,0.106,1110,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0325,a0325,Amazon Polygon 0325,-62.5,2.5,NA,NA,2,8,0.373555616051848,0.347475527485543,0.0166705535882847,4.47090601554171,0.110173448007595,1154.31042803282,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0326,a0326,Amazon Polygon 0326,-61.5,2.5,NA,NA,2,6,0.474488977350501,0.284508323716426,0.0158915215631065,4.71459515869303,0.0970353676585795,1191.61066134685,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0327,a0327,Amazon Polygon 0327,-60.5,2.5,NA,NA,2,6,0.595486028789162,0.217139712108383,0.0127133361558002,4.97417442845047,0.0982561388653683,1264.29297205758,K,1,90,15,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0328,a0328,Amazon Polygon 0328,-52.5,2.5,NA,NA,2,8,0.363187161639598,0.365375870069606,0.0310636117556071,4.62965970610982,0.129161252900232,1214.36194895592,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0329,a0329,Amazon Polygon 0329,-51.5,2.5,NA,NA,2,8,0.357012872350827,0.354746872110307,0.0213451569559534,4.58902910482537,0.143151406767849,1205.39553680222,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0330,a0330,Amazon Polygon 0330,-63.5,3.5,NA,NA,2,8,0.361,0.281,0.0224,4.1,0.117,1120,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0331,a0331,Amazon Polygon 0331,-62.5,3.5,NA,NA,2,8,0.346073414671842,0.369487859609459,0.0177165198541867,4.37372537735457,0.10968214765377,1131.10602529551,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0332,a0332,Amazon Polygon 0332,-61.5,3.5,NA,NA,2,6,0.479615694573823,0.293875810816361,0.0152221313921233,4.85439423856933,0.110973840211288,1214.41237963628,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0333,a0333,Amazon Polygon 0333,-60.5,3.5,NA,NA,2,6,0.498,0.26,0.0101,5.3,0.153,1320,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0334,a0334,Amazon Polygon 0334,-51.5,3.5,NA,NA,2,8,0.359,0.366,0.0225,4.6,0.123,1200,K,1,90,15,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0335,a0335,Amazon Polygon 0335,-60.5,4.5,NA,NA,2,5,0.442668521094112,0.255291608715809,0.0228799258229022,5.36764024107557,0.13246314325452,1224.35790449699,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0336,a0336,Amazon Polygon 0336,-59.5,-11.5,NA,NA,2,6,0.531965811840757,0.243728325972639,0.0187127669238973,4.4686539658477,0.108225292926799,1211.32454358169,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0337,a0337,Amazon Polygon 0337,-58.5,-12.5,NA,NA,2,3,0.754084244600303,0.15137239297781,0.0138599813936637,4.61700499339524,0.094790242484175,1221.66075690442,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0338,a0338,Amazon Polygon 0338,-51.5,-12.5,NA,NA,2,6,0.604934210526316,0.241301619433198,0.0233360829959514,4.81376518218624,0.092747975708502,1230.43016194332,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0339,a0339,Amazon Polygon 0339,-54.5,-13.5,NA,NA,2,6,0.604719512195122,0.254965447154472,0.0216197154471545,4.8,0.106475609756098,1225.91463414634,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0340,a0340,Amazon Polygon 0340,-46.5,-5.5,NA,NA,2,6,0.568910083727703,0.251582089552239,0.0157911175828176,4.90910083727703,0.0982085911903895,1276.40698944303,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0341,a0341,Amazon Polygon 0341,-59.5,-12.5,NA,NA,2,3,0.668453719723183,0.181541522491349,0.0159257352941176,4.6780276816609,0.103732698961938,1216.35813148789,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0342,a0342,Amazon Polygon 0342,-59.5,-13.5,NA,NA,2,3,0.699488842211707,0.186988779988865,0.0157302321721259,4.91277867918269,0.087079116612656,1214.97471074384,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0343,a0343,Amazon Polygon 0343,-53.5,-13.5,NA,NA,2,6,0.556761283851555,0.280124373119358,0.0183568706118355,5.03019057171515,0.0786880641925777,1240.33099297894,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0344,a0344,Amazon Polygon 0344,-53.5,2.5,NA,NA,2,8,0.307401814058957,0.396586848072562,0.0224716553287982,4.62208616780045,0.108532426303855,1201.46031746032,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0345,a0345,Amazon Polygon 0345,-73.5,-6.5,NA,NA,2,8,0.38418927140332,0.323272575377048,0.0253926179596497,4.18006928075437,0.134395888997171,1213.40132840139,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0346,a0346,Amazon Polygon 0346,-65.5,-11.5,NA,NA,2,8,0.436925311203319,0.291680497925311,0.0164742738589212,4.73112033195021,0.10660857538036,1211.53526970954,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0347,a0347,Amazon Polygon 0347,-69.5,-1.5,NA,NA,2,3,0.566508552631579,0.187552631578947,0.02448125,4.32605263157895,0.137514473684211,1178.75657894737,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0348,a0348,Amazon Polygon 0348,-59.5,4.5,NA,NA,2,8,0.41111091393079,0.277334516415262,0.0196432120674357,5.4318544809228,0.129808340727595,1221.20674356699,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0349,a0349,Amazon Polygon 0349,-50.5,-10.5,NA,NA,2,6,0.568891694352159,0.229058803986711,0.025399634551495,4.89614617940199,0.106660465116279,1234.76079734219,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0350,a0350,Amazon Polygon 0350,-50.5,0.5,NA,NA,2,8,0.339461871069182,0.341968553459119,0.0205159591194969,4.81088836477987,0.145310927672956,1209.13128930818,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
