short,iata,longname,lon,lat,alt,wmo,isoilflg,istext,sand,clay,slsoc,slph,slcec,sldbd,depth,isoilbc,sldrain,scolour,met.driver,yeara,yearz,iphen,iage
AMZBR_0001,a0001,Amazon Polygon 0001,-61.5,-13.5,NA,NA,2,6,0.521,0.251,0.0158,5,0.084,1250,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0002,a0002,Amazon Polygon 0002,-60.5,-13.5,NA,NA,2,3,0.614,0.173,0.0179,5.2,0.099,1240,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0003,a0003,Amazon Polygon 0003,-63.5,-12.5,NA,NA,2,6,0.495,0.262,0.016,5,0.086,1250,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0004,a0004,Amazon Polygon 0004,-62.5,-12.5,NA,NA,2,6,0.532827158181877,0.223343203931085,0.0151842159320799,4.81890525820088,0.0924997073894,1223.15593565532,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0005,a0005,Amazon Polygon 0005,-61.5,-12.5,NA,NA,2,6,0.450731520182141,0.306403635818869,0.0183703078468289,4.88934097681909,0.0847669342966816,1220.75569914233,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0006,a0006,Amazon Polygon 0006,-60.5,-12.5,NA,NA,2,6,0.558696336870935,0.25565491270113,0.0175133858267717,5.01828141047586,0.0786268401232455,1228.952413557,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0007,a0007,Amazon Polygon 0007,-57.5,-12.5,NA,NA,2,3,0.709133718829057,0.193535598120708,0.0181794000722805,4.42490061438381,0.117891217925551,1208.67003975425,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0008,a0008,Amazon Polygon 0008,-56.5,-12.5,NA,NA,2,3,0.606,0.148,0.0193,4.8,0.119,1220,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0009,a0009,Amazon Polygon 0009,-55.5,-12.5,NA,NA,2,3,0.589,0.157,0.0202,4.9,0.103,1240,K,1,90,15,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0010,a0010,Amazon Polygon 0010,-54.5,-12.5,NA,NA,2,6,0.588931216931217,0.262272927689594,0.0225351851851852,4.77416225749559,0.0949766313932981,1217.7557319224,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0011,a0011,Amazon Polygon 0011,-53.5,-12.5,NA,NA,2,6,0.599319673617407,0.255952493200363,0.0254086854034451,4.85642792384406,0.0997787851314597,1223.12420670898,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0012,a0012,Amazon Polygon 0012,-52.5,-12.5,NA,NA,2,6,0.612817371143214,0.240545211342964,0.0232944533618691,4.87788478687355,0.0945580524344569,1232.01533797039,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0013,a0013,Amazon Polygon 0013,-64.5,-11.5,NA,NA,2,6,0.479828543080773,0.284419945311968,0.0166047393115583,4.81936043008105,0.100291496056211,1195.82545471844,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0014,a0014,Amazon Polygon 0014,-63.5,-11.5,NA,NA,2,6,0.485,0.257,0.0158,4.9,0.106,1220,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0015,a0015,Amazon Polygon 0015,-62.5,-11.5,NA,NA,2,6,0.501,0.249,0.0156,4.8,0.097,1280,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0016,a0016,Amazon Polygon 0016,-61.5,-11.5,NA,NA,2,6,0.523848657024793,0.226321280991736,0.0169982954545455,4.49927685950413,0.124055785123967,1184.70041322314,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0017,a0017,Amazon Polygon 0017,-60.5,-11.5,NA,NA,2,6,0.497783881692461,0.240416956240693,0.0196677284365722,4.45150152401207,0.126352349579395,1200.16621915694,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0018,a0018,Amazon Polygon 0018,-58.5,-11.5,NA,NA,2,3,0.693155778355077,0.173519040956307,0.0190220585730911,4.49683832001874,0.093880134066002,1204.17132873688,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0019,a0019,Amazon Polygon 0019,-57.5,-11.5,NA,NA,2,6,0.63242030075188,0.211000751879699,0.018783984962406,4.40165413533835,0.118276315789474,1200.62781954887,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0020,a0020,Amazon Polygon 0020,-56.5,-11.5,NA,NA,2,6,0.57516957605985,0.227517278232989,0.018230067687923,4.47965799786249,0.108535447096544,1183.00320627004,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0021,a0021,Amazon Polygon 0021,-55.5,-11.5,NA,NA,2,6,0.510825076502976,0.257880298023357,0.0184726919460603,4.49994209822324,0.0874274582138211,1220.57710949869,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0022,a0022,Amazon Polygon 0022,-54.5,-11.5,NA,NA,2,6,0.487881694188864,0.278034703205448,0.0195147338426058,4.46274694902791,0.0922889434748252,1212.0752010889,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0023,a0023,Amazon Polygon 0023,-53.5,-11.5,NA,NA,2,6,0.555425406611463,0.24867891830051,0.0224132015084607,4.54773858860616,0.10696034121807,1202.62595041515,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0024,a0024,Amazon Polygon 0024,-52.5,-11.5,NA,NA,2,6,0.590901915708812,0.240373946360153,0.0237653256704981,4.7,0.0953348659003831,1219.11111111111,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0025,a0025,Amazon Polygon 0025,-51.5,-11.5,NA,NA,2,6,0.570771587743732,0.269424592120971,0.0249384003183446,4.80632709908476,0.0955849582172702,1250.71627536809,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0026,a0026,Amazon Polygon 0026,-70.5,-10.5,NA,NA,2,5,0.268586573884568,0.273290216946377,0.0155534588620549,5.11150225133033,0.137365534179288,1232.50511665984,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0027,a0027,Amazon Polygon 0027,-69.5,-10.5,NA,NA,2,5,0.255309546902415,0.270967242632211,0.0138333107995789,4.98478570186679,0.108638683442099,1228.99132282708,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0028,a0028,Amazon Polygon 0028,-68.5,-10.5,NA,NA,2,5,0.375535984392639,0.257547019074892,0.014790658312192,4.94065469673704,0.0907140872889422,1197.26259706581,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0029,a0029,Amazon Polygon 0029,-67.5,-10.5,NA,NA,2,8,0.35,0.376,0.01775,4.9,0.091,1200,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0030,a0030,Amazon Polygon 0030,-64.5,-10.5,NA,NA,2,6,0.529973709369025,0.283845602294455,0.0171866156787763,4.35984703632887,0.100737571701721,1192.34703632887,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0031,a0031,Amazon Polygon 0031,-63.5,-10.5,NA,NA,2,8,0.432643394648829,0.299053929765886,0.0166405936454849,4.67403846153846,0.112194816053512,1210.72324414716,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0032,a0032,Amazon Polygon 0032,-62.5,-10.5,NA,NA,2,6,0.494,0.243,0.016,4.7,0.105,1260,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0033,a0033,Amazon Polygon 0033,-61.5,-10.5,NA,NA,2,6,0.49244186594181,0.238797371096574,0.014983443469425,4.43026238832619,0.111291163568836,1186.34065867886,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0034,a0034,Amazon Polygon 0034,-60.5,-10.5,NA,NA,2,6,0.491073476702509,0.23670394265233,0.01958,4.50075268817204,0.163920788530466,1192.56630824373,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0035,a0035,Amazon Polygon 0035,-59.5,-10.5,NA,NA,2,5,0.461174165897482,0.210466248712498,0.0178801675803811,4.24772576654593,0.127716360263101,1188.02454954436,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0036,a0036,Amazon Polygon 0036,-58.5,-10.5,NA,NA,2,6,0.514599857223987,0.252289045767123,0.0188627956798313,4.21694322049529,0.13539388654222,1190.54806387158,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0037,a0037,Amazon Polygon 0037,-57.5,-10.5,NA,NA,2,6,0.465125610607118,0.267740753663643,0.0236287508722959,4.52194696441033,0.153891835310537,1182.19818562456,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0038,a0038,Amazon Polygon 0038,-56.5,-10.5,NA,NA,2,5,0.464903981264637,0.250442232630757,0.0205060109289617,4.61795472287276,0.125676034348165,1156.95940671351,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0039,a0039,Amazon Polygon 0039,-55.5,-10.5,NA,NA,2,6,0.505,0.253,0.0235,4.7,0.103,1230,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0040,a0040,Amazon Polygon 0040,-54.5,-10.5,NA,NA,2,5,0.393729058561898,0.264852853965901,0.0252414751667902,4.57464788732394,0.121721645663454,1179.52928094885,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0041,a0041,Amazon Polygon 0041,-53.5,-10.5,NA,NA,2,5,0.401815985879695,0.245247932799796,0.0253594807000572,4.60263405422378,0.150477803500267,1194.09328244205,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0042,a0042,Amazon Polygon 0042,-52.5,-10.5,NA,NA,2,5,0.399637471243974,0.242709380581886,0.0238326686745709,4.72583446003614,0.150625690337864,1210.92894080837,K,1,90,15,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0043,a0043,Amazon Polygon 0043,-51.5,-10.5,NA,NA,2,6,0.618858166616901,0.205634219169901,0.0287937593311436,4.66846819946253,0.107021200358316,1230.14034040012,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0044,a0044,Amazon Polygon 0044,-71.5,-9.5,NA,NA,2,5,0.2943,0.259934782608696,0.0158695652173913,4.95608695652174,0.112786956521739,1235.52173913043,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0045,a0045,Amazon Polygon 0045,-70.5,-9.5,NA,NA,2,5,0.305387091805691,0.261167482153038,0.0162427374391191,5.02855481083927,0.136660936118321,1231.51185619382,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0046,a0046,Amazon Polygon 0046,-69.5,-9.5,NA,NA,2,7,0.179644132168629,0.313389669578428,0.0173817698442841,4.66532472464869,0.112062666160273,1175.17280668439,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0047,a0047,Amazon Polygon 0047,-68.5,-9.5,NA,NA,2,8,0.212696200292891,0.282547400081515,0.015953183856051,4.48167131689039,0.0964868885524467,1194.66360484659,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0048,a0048,Amazon Polygon 0048,-67.5,-9.5,NA,NA,2,17,0.294,0.401,0.016,4.4,0.103,1210,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0049,a0049,Amazon Polygon 0049,-66.5,-9.5,NA,NA,2,8,0.390965537390559,0.326264148863619,0.0155160579886473,4.10831258032794,0.110196527696416,1181.08181612982,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0050,a0050,Amazon Polygon 0050,-65.5,-9.5,NA,NA,2,6,0.502480310179564,0.292924625920026,0.0149670508436175,4.08581239331415,0.0987440934990041,1196.04507161374,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0051,a0051,Amazon Polygon 0051,-64.5,-9.5,NA,NA,2,6,0.494187799505387,0.312813945287714,0.0149187115745389,4.11208667279386,0.106490502680508,1191.6781646651,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0052,a0052,Amazon Polygon 0052,-63.5,-9.5,NA,NA,2,5,0.422,0.228,0.0154,4.2,0.112,1190,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0053,a0053,Amazon Polygon 0053,-62.5,-9.5,NA,NA,2,6,0.526723673792557,0.304761678543151,0.0146926365795724,4.13927157561362,0.135636579572447,1158.82026920032,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0054,a0054,Amazon Polygon 0054,-61.5,-9.5,NA,NA,2,6,0.475837709065701,0.29394519942737,0.015715992691971,4.3700175457831,0.116479974835913,1164.29444036872,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0055,a0055,Amazon Polygon 0055,-60.5,-9.5,NA,NA,2,5,0.447614974910265,0.253068502357162,0.01506097630202,4.41817571496863,0.118908089626355,1188.45530971388,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0056,a0056,Amazon Polygon 0056,-59.5,-9.5,NA,NA,2,8,0.436,0.293,0.0156,4.4,0.119,1190,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0057,a0057,Amazon Polygon 0057,-58.5,-9.5,NA,NA,2,8,0.373190780945213,0.311429482796364,0.0175689428738517,4.2942220707985,0.0995860169035956,1174.96904734837,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0058,a0058,Amazon Polygon 0058,-57.5,-9.5,NA,NA,2,8,0.307440996390111,0.317666280594289,0.0225546361273277,4.21207162666504,0.119468748654608,1167.99140995435,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0059,a0059,Amazon Polygon 0059,-56.5,-9.5,NA,NA,2,6,0.506473550552617,0.24092955085447,0.0195003808627664,4.56988751127002,0.117750887984349,1147.19256543143,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0060,a0060,Amazon Polygon 0060,-55.5,-9.5,NA,NA,2,8,0.361656974459725,0.309918271119843,0.0260042043222004,4.72495088408644,0.127231827111984,1144.39685658153,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0061,a0061,Amazon Polygon 0061,-54.5,-9.5,NA,NA,2,8,0.349,0.362,0.025,4.7,0.11,1170,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0062,a0062,Amazon Polygon 0062,-53.5,-9.5,NA,NA,2,5,0.349855406244037,0.264574030049878,0.0247361279049624,4.79534808484788,0.114095044355591,1180.68561139773,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0063,a0063,Amazon Polygon 0063,-52.5,-9.5,NA,NA,2,5,0.33865035510691,0.261535925271796,0.0256825678221337,4.87961449338954,0.129706389892549,1199.54266478572,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0064,a0064,Amazon Polygon 0064,-51.5,-9.5,NA,NA,2,6,0.498,0.268,0.0245,4.9,0.104,1240,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0065,a0065,Amazon Polygon 0065,-50.5,-9.5,NA,NA,2,6,0.525777332900562,0.208962055089023,0.0241504218658141,4.83680823227603,0.101601278318499,1216.26059760822,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0066,a0066,Amazon Polygon 0066,-72.5,-8.5,NA,NA,2,8,0.308196101665935,0.278748366544917,0.0183815152392838,4.86620001626734,0.134061153724777,1229.3862292831,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0067,a0067,Amazon Polygon 0067,-71.5,-8.5,NA,NA,2,8,0.264883241943049,0.300300623375535,0.0162334923811684,5.03047408913002,0.119286187412714,1219.72116159341,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0068,a0068,Amazon Polygon 0068,-70.5,-8.5,NA,NA,2,5,0.234465406275141,0.272731697506034,0.0144447304907482,4.65398230088496,0.125496781979083,1213.52373290426,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0069,a0069,Amazon Polygon 0069,-69.5,-8.5,NA,NA,2,17,0.195,0.475,0.0187,4.5,0.129,1180,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0070,a0070,Amazon Polygon 0070,-68.5,-8.5,NA,NA,2,8,0.284172835164074,0.310147088504925,0.0167848071918792,4.19720324027838,0.125654576915696,1182.77061513042,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0071,a0071,Amazon Polygon 0071,-67.5,-8.5,NA,NA,2,8,0.292415094339623,0.280952830188679,0.0174801886792453,4.00471698113208,0.128358490566038,1180,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0072,a0072,Amazon Polygon 0072,-66.5,-8.5,NA,NA,2,5,0.333994414551417,0.273713230915524,0.0166014804391806,4.00638898330226,0.124824917685918,1182.2743102262,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0073,a0073,Amazon Polygon 0073,-65.5,-8.5,NA,NA,2,5,0.391689886228156,0.270636335410864,0.016295352637965,4.07896382826861,0.126661592497729,1179.22209455998,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0074,a0074,Amazon Polygon 0074,-64.5,-8.5,NA,NA,2,8,0.275761382799325,0.305858347386172,0.0152971753794266,4.03537099494098,0.131158094435076,1168.42327150084,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0075,a0075,Amazon Polygon 0075,-63.5,-8.5,NA,NA,2,5,0.446589841795909,0.230337786650386,0.0158791607766828,4.09768862141198,0.136847354038952,1157.19072304322,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0076,a0076,Amazon Polygon 0076,-62.5,-8.5,NA,NA,2,6,0.485391852708602,0.303511448010119,0.0159982613780063,4.07286673656322,0.142600464137334,1155.32594619365,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0077,a0077,Amazon Polygon 0077,-61.5,-8.5,NA,NA,2,8,0.39032962633452,0.345288256227758,0.0164452846975089,4.03171708185053,0.159075622775801,1152.02846975089,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0078,a0078,Amazon Polygon 0078,-60.5,-8.5,NA,NA,2,8,0.449616911764706,0.296716911764706,0.0162023897058824,4.20419117647059,0.125605882352941,1148.41544117647,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0079,a0079,Amazon Polygon 0079,-59.5,-8.5,NA,NA,2,8,0.430033564013841,0.302976124567474,0.0164828719723183,4.30847750865052,0.119707958477509,1179.83737024221,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0080,a0080,Amazon Polygon 0080,-58.5,-8.5,NA,NA,2,8,0.394577675922117,0.296017847845743,0.0219717984785969,4.16831558112525,0.111375879436032,1158.48458933164,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0081,a0081,Amazon Polygon 0081,-57.5,-8.5,NA,NA,2,8,0.315638539518452,0.296398497272827,0.0217040873252256,4.25230282100439,0.125653331708667,1186.68046425431,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0082,a0082,Amazon Polygon 0082,-56.5,-8.5,NA,NA,2,6,0.483814907575956,0.273005780648467,0.020767937415412,4.37064210130148,0.124972786107768,1144.58596627468,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0083,a0083,Amazon Polygon 0083,-55.5,-8.5,NA,NA,2,8,0.421587032842893,0.290319392737938,0.0241565207003981,4.52127644933888,0.126940318506445,1121.21486336916,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0084,a0084,Amazon Polygon 0084,-54.5,-8.5,NA,NA,2,5,0.458282146473169,0.246636854539318,0.0201726628417145,4.65366182922713,0.111901788727641,1171.96085048937,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0085,a0085,Amazon Polygon 0085,-53.5,-8.5,NA,NA,2,5,0.431616948300138,0.244417809042943,0.0215428077825752,4.86602068162482,0.112193635844849,1174.86039365359,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0086,a0086,Amazon Polygon 0086,-52.5,-8.5,NA,NA,2,8,0.308990110529378,0.277067481093659,0.0239304828388598,4.89464805119255,0.109695753344968,1182.61780104712,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0087,a0087,Amazon Polygon 0087,-51.5,-8.5,NA,NA,2,8,0.406,0.338,0.0222,4.9,0.108,1200,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0088,a0088,Amazon Polygon 0088,-50.5,-8.5,NA,NA,2,6,0.4685,0.295,0.0185,4.9,0.1,1240,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0089,a0089,Amazon Polygon 0089,-49.5,-8.5,NA,NA,2,8,0.431,0.339,0.0169,5,0.092,1230,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0090,a0090,Amazon Polygon 0090,-73.5,-7.5,NA,NA,2,8,0.391,0.324,0.0224,4.5,0.136,1230,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0091,a0091,Amazon Polygon 0091,-72.5,-7.5,NA,NA,2,5,0.444441610513001,0.204659918732888,0.0266572703059183,4.3666707129805,0.118013108343385,1215.66088118286,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0092,a0092,Amazon Polygon 0092,-71.5,-7.5,NA,NA,2,5,0.386658737850952,0.272557957864953,0.0199268460635044,4.31066929344001,0.124357484483654,1219.21429426263,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0093,a0093,Amazon Polygon 0093,-70.5,-7.5,NA,NA,2,5,0.366125589077417,0.253766524780332,0.0181243697535265,4.48917334601188,0.136852753442216,1221.44094531756,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0094,a0094,Amazon Polygon 0094,-69.5,-7.5,NA,NA,2,8,0.253972444637277,0.312403365737154,0.0178998208380468,4.34265742362901,0.136120903769662,1182.20953369047,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0095,a0095,Amazon Polygon 0095,-68.5,-7.5,NA,NA,2,8,0.200743368179314,0.301632325090516,0.0172303795472488,4.22280023851364,0.137691803984821,1181.03801223613,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0096,a0096,Amazon Polygon 0096,-67.5,-7.5,NA,NA,2,5,0.381922800638101,0.255151761226465,0.0196085375387342,4.09823179411313,0.135412690661849,1175.34945814459,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0097,a0097,Amazon Polygon 0097,-66.5,-7.5,NA,NA,2,5,0.348184485006519,0.23294035202086,0.024803520208605,4.04439374185137,0.191614732724902,1177.87157757497,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0098,a0098,Amazon Polygon 0098,-65.5,-7.5,NA,NA,2,8,0.308420070011669,0.321481135744846,0.0307659665499806,3.96472189809413,0.169152080902373,1180.05056398289,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0099,a0099,Amazon Polygon 0099,-64.5,-7.5,NA,NA,2,5,0.351106795659845,0.254051741535766,0.0203675119637823,4.07047266919123,0.136158306477854,1174.39542714777,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0100,a0100,Amazon Polygon 0100,-63.5,-7.5,NA,NA,2,5,0.348967213114754,0.26909079445145,0.0190341740226986,4.06746532156368,0.141581336696091,1157.49054224464,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0101,a0101,Amazon Polygon 0101,-62.5,-7.5,NA,NA,2,5,0.378444493006993,0.260364073426573,0.0191657342657343,3.94291958041958,0.134450174825175,1164.74213286713,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0102,a0102,Amazon Polygon 0102,-61.5,-7.5,NA,NA,2,6,0.453149367351377,0.28299968276548,0.0227161959982204,3.88057940082181,0.151093734890761,1143.15157711345,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0103,a0103,Amazon Polygon 0103,-60.5,-7.5,NA,NA,2,8,0.373584675406836,0.329590782847593,0.0207403994178037,3.96982038909162,0.145212434772781,1148.79399666279,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0104,a0104,Amazon Polygon 0104,-59.5,-7.5,NA,NA,2,8,0.405411632262946,0.327696254382808,0.018126229491516,4.09238941624413,0.110656700148928,1151.25093690372,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0105,a0105,Amazon Polygon 0105,-58.5,-7.5,NA,NA,2,8,0.428718387571201,0.29752014655824,0.0203812926641996,4.06013174998406,0.114318209045183,1142.86488831388,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0106,a0106,Amazon Polygon 0106,-57.5,-7.5,NA,NA,2,6,0.472673811569476,0.27488861900762,0.0187833172623552,4.1798953546306,0.11831492959481,1142.06634486178,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0107,a0107,Amazon Polygon 0107,-56.5,-7.5,NA,NA,2,6,0.500921888020872,0.288057685256937,0.0208270270845811,4.2068280147721,0.12062062271103,1146.91242218899,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0108,a0108,Amazon Polygon 0108,-55.5,-7.5,NA,NA,2,6,0.502766601941748,0.260951067961165,0.0187345242718447,4.44784466019418,0.126612815533981,1148.86990291262,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0109,a0109,Amazon Polygon 0109,-54.5,-7.5,NA,NA,2,8,0.448037156462829,0.279485268453837,0.0204603661946344,4.58734200570774,0.123710238224751,1141.20139248498,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0110,a0110,Amazon Polygon 0110,-53.5,-7.5,NA,NA,2,5,0.405870414394448,0.272369805154135,0.023213342243383,4.74567721897063,0.121075053077005,1161.26218937101,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0111,a0111,Amazon Polygon 0111,-52.5,-7.5,NA,NA,2,5,0.423161031407032,0.260672216314762,0.0215711442273108,4.91259080863187,0.123516537823892,1174.36324277597,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0112,a0112,Amazon Polygon 0112,-51.5,-7.5,NA,NA,2,5,0.41030231838826,0.239494717325198,0.0220526448879972,4.92635660676482,0.126257567676888,1171.95394064303,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0113,a0113,Amazon Polygon 0113,-50.5,-7.5,NA,NA,2,5,0.412344678552134,0.26009508373852,0.0203463533225284,4.9,0.116281469475959,1174.65694219341,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0114,a0114,Amazon Polygon 0114,-49.5,-7.5,NA,NA,2,8,0.419,0.312,0.0186,5,0.091,1240,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0115,a0115,Amazon Polygon 0115,-72.5,-6.5,NA,NA,2,8,0.345939206079485,0.303633795622216,0.0243704137723336,4.17603294844803,0.150050279166451,1196.53872861361,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0116,a0116,Amazon Polygon 0116,-71.5,-6.5,NA,NA,2,8,0.365716493645615,0.300526175467609,0.0226478336799038,4.22261301260796,0.147174307282635,1182.35775502717,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
