------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                    RUN  IATA       LON      LAT  YEARA  MONTHA  DAYA  TIMEA  YEARZ  MONTHZ  DAYZ  TIMEZ  INIT.MODE  ISCENARIO  ISIZEPFT  IAGE  ISOILFLG  ISTEXT   SAND   CLAY  DEPTH  ISOILBC  SLDRAIN  SCOLOUR  SLZRES        QUEUE             MET.DRIVER  DTLSM  VMFACT.C3  VMFACT.C4  MPHOTO.TRC3  MPHOTO.TEC3  MPHOTO.C4  BPHOTO.BLC3  BPHOTO.NLC3  BPHOTO.C4  KW.GRASS  KW.TREE  GAMMA.C3  GAMMA.C4  D0.GRASS  D0.TREE  ALPHA.C3  ALPHA.C4  KLOWCO2  DECOMP.SCHEME  RRFFACT  GROWTHRESP  LWIDTH.GRASS  LWIDTH.BLTREE  LWIDTH.NLTREE  Q10.C3  Q10.C4  H2O.LIMIT  IMORT.SCHEME    CBR.SCHEME  DDMORT.CONST  ISFCLYRM  ICANTURB  UBMIN  UGBMIN  USTMIN  GAMM  GAMH  TPRANDTL  RIBMAX  ATMCO2  THCRIT     SM.FIRE  IFIRE  FIRE.PARM  IPERCOL  RUNOFF.TIME  IMETRAD  IBRANCH  ICANRAD  CROWN.MOD  LTRANS.VIS  LREFLECT.VIS  LTRANS.NIR  LREFLECT.NIR  ORIENT.TREE  ORIENT.GRASS  CLUMP.TREE  CLUMP.GRASS  IVEGTDYN  IGNDVAP  IPHEN  IALLOM  IBIGLEAF  IREPRO  TREEFALL
         ciudad_guayana   cgu   -62.762    8.289   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
             cochabamba   cbb    -66.17   -17.42   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                 cuiaba   cgb     -56.1    -15.6   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                curacao   cur   -68.967     12.2   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
               curitiba   cwb    -49.23   -25.41   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
              curua_una   scr   -54.091   -2.544   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
        cruzeiro_do_sul   czs   -72.667   -7.663   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
             diamantino   dmt    -56.62   -14.37   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
               dourados   dou    -54.81   -22.22   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
             el_triunfo   etf       -67    -13.5   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
              el_zafire   zar   -69.902   -4.007   1964      01    01   0000   2009      01    01   0000          6    default         0    20         2       1  0.748  0.006      B        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
                   emas   jti    -52.19   -18.12   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                erechim   erm    -52.24   -27.61   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
              eunapolis   enp    -39.58   -16.33   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
              fazendans   fns   -62.357  -10.762   1994      01    01   0000   2003      01    01   0000          6    default         0    20         2       1    0.8    0.1      G        1       90       14       0  long_serial  Fazenda_Nossa_Senhora    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
               floriano   flb    -43.02    -6.77   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
              fortaleza   for    -38.53    -3.78   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                guarana   gun   -54.325   -2.677   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
                harvard   hvd    -72.17    42.54   1964      01    01   0000   2009      01    01   0000          6    default         0    20         2       1     -1     -1      E        1       90       14       0  long_serial                Harvard    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      1       2         0       2    0.0125
                 iguape   igp    -47.59   -24.63   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
             imperatriz   imp    -47.46    -5.53   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                iquique   iqq    -69.97   -20.24   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                iquitos   iqt    -73.25    -3.75   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
              itabaiana   ibn    -37.42   -10.68   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                itapeva   ipv    -48.88   -23.98   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
              itirapina   ity    -47.85   -22.22   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
           jacareacanga   jcr   -57.777   -6.233   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
              jamaraqua   jmq   -55.036   -2.806   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
               jiparana   jpr    -61.98   -10.86   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
            joao_pessoa   jpa    -34.91     -7.1   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                  kenia   qea    -62.73   -16.01   1964      01    01   0000   2009      01    01   0000          6    default         0    20         2       1   0.76   0.16      D        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
           las_gaviotas   lgt    -70.97     4.55   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
           la_esmeralda   lfe    -65.54     3.17   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
              la_lorena   lor   -69.991   -3.056   1964      01    01   0000   2009      01    01   0000          6    default         0    20         2       1   0.38   0.31      A        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
             la_planada   lpn   -77.994    1.116   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      H        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
               la_selva   lzv    -84.01    10.43   1964      01    01   0000   2009      01    01   0000          6    default         0    20         2       1   0.57   0.29      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                 labrea   lbr    -64.77    -7.28   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
                lencois   lec    -41.35   -12.48   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                leticia   let    -69.95   -4.167   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
                   lima   lim   -77.117      -12   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                 linden   lyd   -58.302    6.015   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
              llochegua   llo   -73.908   -12.41   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                 macapa   mcp    -51.09     0.33   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
          malalcahuello   zmh    -71.58   -38.47   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0      2       2         0       2    0.0125
                 manaus   mao    -60.02    -3.11   1964      01    01   0000   2009      01    01   0000          6    default         0    20         1       1     -1     -1      F        1       90       14       0  long_serial              Sheffield    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
            manaus_km34   m34   -60.209   -2.609   1994      01    01   0000   2006      01    01   0000          6    default         0    20         2       1    0.2   0.68      H        1       90       14       0  long_serial            Manaus_Km34    600          1          1            9          7.2        5.2        10000         1000      10000       900      600    0.0145     0.035     0.016    0.016      0.08     0.055     4000              2        1       0.333          0.05            0.1           0.05     2.4     2.4          2             1             0           0.8         3         2   0.65    0.25    0.05    13    13      0.74     0.5     378    -1.2  0.33333333      0        0.5        0         3600        2        1        2          0        0.05           0.1         0.2           0.4          0.1             0         0.8            1         1        0     -1       2         0       2    0.0125
